Date,Close/Last,Volume,Open,High,Low
01/19/2022,$28.02,5702492,$28.95,$29.55,$28.00
01/18/2022,$28.57,7143081,$29.27,$29.40,$28.25
01/14/2022,$30.53,4534031,$30.04,$31.20,$30.02
01/13/2022,$30.50,6719319,$32.205,$32.59,$30.107
01/12/2022,$31.95,7312726,$31.96,$32.50,$31.48
01/11/2022,$31.15,7310628,$30.17,$31.49,$29.84
01/10/2022,$30.17,8237605,$29.56,$30.65,$28.95
01/07/2022,$30.735,8494869,$31.25,$31.41,$30.10
01/06/2022,$31.94,6379428,$31.99,$32.49,$31.25
01/05/2022,$32.49,5295024,$34.70,$35.00,$32.42
01/04/2022,$34.66,4182429,$34.99,$35.50,$34.02
01/03/2022,$34.27,3761666,$35.29,$35.39,$34.10
12/31/2021,$34.25,4769568,$36.00,$36.24,$34.13
12/30/2021,$35.39,3948673,$35.39,$36.00,$35.21
12/29/2021,$35.36,4153043,$35.855,$36.54,$35.23
12/28/2021,$36.326,5865275,$37.60,$37.69,$35.81
12/27/2021,$39.29,4853242,$39.40,$39.94,$39.01
12/23/2021,$39.135,5511090,$36.74,$39.33,$36.45
12/22/2021,$37.00,3706368,$36.60,$37.38,$36.18
12/21/2021,$36.53,4923056,$35.80,$36.60,$35.70
12/20/2021,$34.47,5573734,$33.82,$37.33,$33.20
12/17/2021,$34.42,5699418,$34.85,$35.75,$33.92
12/16/2021,$36.31,4222621,$37.61,$37.64,$35.67
12/15/2021,$37.66,7307473,$36.53,$37.93,$35.37
12/14/2021,$36.70,4453585,$35.57,$36.75,$35.25
12/13/2021,$35.41,7494570,$36.93,$37.06,$34.61
12/10/2021,$37.28,5132237,$38.75,$38.87,$36.45
12/09/2021,$37.10,6159830,$39.16,$39.30,$37.01
12/08/2021,$40.33,4088135,$39.69,$41.01,$39.65
12/07/2021,$40.10,7786222,$40.40,$41.60,$39.76
12/06/2021,$38.40,10139690,$38.05,$39.17,$36.69
12/03/2021,$41.85,9818949,$45.055,$45.18,$40.51
12/02/2021,$45.39,4717989,$44.58,$45.67,$44.08
12/01/2021,$44.87,5090752,$47.05,$47.90,$44.77
11/30/2021,$46.22,5442736,$47.45,$48.34,$45.48
11/29/2021,$47.18,4644605,$46.485,$47.79,$46.00
11/26/2021,$44.33,4545928,$44.28,$44.72,$43.71
11/24/2021,$46.42,3057313,$45.63,$47.71,$45.15
11/23/2021,$46.88,3650193,$45.96,$47.00,$45.70
11/22/2021,$45.15,4457187,$47.40,$47.40,$45.05
11/19/2021,$47.14,5051990,$46.375,$47.49,$46.14
11/18/2021,$46.48,7984700,$47.26,$47.45,$45.00
11/17/2021,$48.38,4776640,$47.50,$48.44,$46.88
11/16/2021,$47.07,8728752,$48.82,$49.48,$46.88
11/15/2021,$51.18,3812743,$52.19,$53.00,$50.80
11/12/2021,$51.47,6305395,$51.69,$51.702,$50.28
11/11/2021,$52.19,6226059,$52.725,$53.95,$52.13
11/10/2021,$53.42,10161690,$53.99,$55.05,$52.93
11/09/2021,$53.49,6752003,$53.745,$54.08,$52.26
11/08/2021,$52.30,7789043,$51.98,$52.85,$51.56
11/05/2021,$48.57,3083754,$49.305,$49.56,$48.35
11/04/2021,$48.87,4061514,$49.50,$50.00,$48.40
11/03/2021,$50.12,4975871,$49.66,$50.48,$48.69
11/02/2021,$50.46,7164219,$50.63,$51.00,$50.06
11/01/2021,$49.24,4111065,$49.28,$49.54,$48.59
10/29/2021,$49.69,4692051,$48.56,$50.00,$48.23
10/28/2021,$48.685,5163597,$48.70,$49.00,$46.32
10/27/2021,$46.70,8355194,$46.67,$47.72,$46.17
10/26/2021,$49.43,5925982,$50.81,$51.3875,$49.17
10/25/2021,$50.89,7487544,$50.52,$51.49,$50.40
10/22/2021,$48.75,9146561,$49.68,$49.80,$46.80
10/21/2021,$48.97,11433670,$51.35,$51.83,$48.70
10/20/2021,$51.75,13667720,$49.02,$52.68,$48.99
10/19/2021,$48.82,15346350,$47.00,$48.85,$46.05
10/18/2021,$45.65,10137970,$47.11,$48.30,$44.98
10/15/2021,$47.41,11638670,$46.78,$48.22,$46.33
10/14/2021,$44.9101,7368864,$44.87,$45.44,$44.58
10/13/2021,$44.65,7366420,$42.37,$44.75,$42.02
10/12/2021,$42.45,7659636,$44.37,$44.37,$42.30
10/11/2021,$44.315,7734371,$43.90,$44.82,$43.75
10/08/2021,$42.34,4901141,$42.54,$42.75,$41.98
10/07/2021,$41.55,6740861,$42.07,$42.75,$41.40
10/06/2021,$42.78,9778681,$42.60,$42.92,$41.77
10/05/2021,$40.44,7116195,$39.36,$40.45,$39.20
10/04/2021,$39.13,8723254,$37.00,$39.15,$36.00
10/01/2021,$37.19,8586921,$37.10,$37.47,$36.56
09/30/2021,$33.85,5149021,$34.05,$34.44,$33.29
09/29/2021,$32.12,3422368,$32.94,$33.14,$32.10
09/28/2021,$32.73,5146043,$33.54,$33.61,$32.44
09/27/2021,$34.18,3662098,$34.945,$35.00,$33.84
09/24/2021,$34.23,6720691,$32.98,$34.42,$32.90
09/23/2021,$35.89,3663621,$34.81,$36.00,$34.79
09/22/2021,$34.88,5534405,$33.43,$35.27,$33.36
09/21/2021,$33.18,5516403,$34.00,$34.40,$32.90
09/20/2021,$34.555,8659740,$34.35,$35.18,$33.77
09/17/2021,$37.70,2510078,$37.60,$38.11,$37.27
09/16/2021,$38.00,3353170,$38.76,$38.76,$37.63
09/15/2021,$38.805,4443675,$37.79,$38.86,$37.77
09/14/2021,$36.81,3861466,$37.215,$37.51,$36.71
09/13/2021,$35.73,5570408,$36.17,$37.55,$34.61
09/10/2021,$36.80,4900171,$37.19,$37.34,$35.80
09/09/2021,$37.45,3551408,$37.97,$39.355,$37.29
09/08/2021,$37.52,4659330,$37.50,$37.89,$36.63
09/07/2021,$37.81,12766090,$41.31,$41.77,$35.60
09/03/2021,$40.73,5408261,$40.45,$40.93,$40.00
09/02/2021,$39.07,6552352,$39.89,$40.35,$38.93
09/01/2021,$38.24,5947376,$38.08,$39.00,$37.74
08/31/2021,$37.77,3718218,$38.40,$38.92,$37.48
08/30/2021,$38.90,3080001,$38.47,$39.1799,$38.33
08/27/2021,$39.15,4604576,$37.85,$39.48,$37.82
08/26/2021,$37.82,4233185,$37.795,$38.11,$36.95
08/25/2021,$39.12,4674153,$38.505,$39.65,$38.13
08/24/2021,$39.09,5292419,$39.65,$40.88,$38.45
08/23/2021,$39.86,6347767,$40.72,$41.18,$39.75
08/20/2021,$39.58,7337685,$38.205,$39.68,$38.20
08/19/2021,$37.49,6477858,$34.685,$37.75,$34.58
08/18/2021,$35.33,5513782,$36.50,$37.00,$35.27
08/17/2021,$36.61,4994321,$38.14,$38.20,$36.45
08/16/2021,$37.94,4043266,$38.71,$38.88,$37.75
08/13/2021,$38.37,4187310,$38.695,$38.94,$38.16
08/12/2021,$36.87,4671238,$37.40,$39.86,$36.33
08/11/2021,$38.87,5567988,$38.44,$39.27,$38.43
08/10/2021,$37.80,6035073,$38.64,$39.53,$36.74
08/09/2021,$38.55,8201068,$37.88,$38.85,$37.59
08/06/2021,$36.01,7089656,$34.15,$36.26,$33.79
08/05/2021,$33.72,6014433,$31.685,$34.44,$31.62
08/04/2021,$33.14,18359760,$33.045,$33.45,$32.90
08/03/2021,$31.87,5924325,$33.19,$33.475,$31.82
08/02/2021,$33.55,5498531,$34.54,$34.74,$33.55
07/30/2021,$34.735,4946930,$33.65,$34.75,$33.32
07/29/2021,$34.15,6873968,$34.89,$35.16,$33.95
07/28/2021,$35.18,10204350,$34.44,$35.50,$33.59
07/27/2021,$33.00,9760409,$32.60,$33.22,$31.86
07/26/2021,$33.79,16681820,$31.53,$34.33,$31.37
07/23/2021,$27.19,4931880,$27.21,$27.47,$26.92
07/22/2021,$27.05,6419993,$26.525,$27.19,$26.45
07/21/2021,$26.03,7856724,$25.48,$27.15,$25.41
07/20/2021,$24.02,7708193,$24.40,$24.47,$24.01
07/19/2021,$25.25,6996846,$25.025,$25.35,$24.70
07/16/2021,$26.20,4395723,$25.86,$26.42,$25.75
07/15/2021,$25.52,8357116,$26.24,$26.45,$25.01
07/14/2021,$26.88,5718900,$26.56,$27.465,$26.54
07/13/2021,$26.40,5001283,$26.79,$27.10,$26.32
07/12/2021,$26.90,4154397,$27.59,$27.65,$26.86
07/09/2021,$27.65,3680677,$27.48,$27.98,$27.47
07/08/2021,$27.40,7185752,$27.04,$27.65,$26.50
07/07/2021,$28.75,6243135,$29.08,$30.00,$28.52
07/06/2021,$28.72,6353218,$29.59,$29.60,$28.44
07/02/2021,$28.58,6356843,$28.85,$29.05,$28.41
07/01/2021,$28.47,6850778,$29.04,$29.14,$28.36
06/30/2021,$29.81,6656688,$29.72,$29.88,$29.05
06/29/2021,$31.13,8290287,$30.85,$31.24,$30.71
06/28/2021,$29.25,8535690,$29.10,$29.80,$28.77
06/25/2021,$27.68,9154468,$28.32,$28.65,$27.40
06/24/2021,$29.61,8025687,$28.60,$30.00,$28.50
06/23/2021,$27.79,8760881,$29.87,$29.88,$27.78
06/22/2021,$28.01,23330430,$25.97,$28.69,$24.00
06/21/2021,$27.70,12112770,$27.97,$28.99,$27.26
06/18/2021,$29.80,7784832,$30.85,$30.85,$29.63
06/17/2021,$31.26,6139907,$32.19,$32.74,$31.01
06/16/2021,$32.05,7653610,$32.655,$32.74,$31.00
06/15/2021,$33.2335,7379057,$33.495,$34.14,$32.795
06/14/2021,$33.08,9769464,$33.53,$34.25,$32.54
06/11/2021,$30.78,4662449,$30.94,$31.10,$30.17
06/10/2021,$30.40,7963882,$30.97,$31.61,$30.15
06/09/2021,$30.10,12192670,$29.14,$30.59,$28.70
06/08/2021,$27.45,17708410,$27.60,$27.69,$25.92
06/07/2021,$29.5665,8104067,$30.83,$30.83,$28.50
06/04/2021,$30.90,6935933,$30.85,$31.46,$30.27
06/03/2021,$32.25,6900421,$32.04,$32.49,$31.20
06/02/2021,$31.10,6240430,$30.85,$31.48,$30.55
06/01/2021,$29.54,8576107,$30.73,$31.18,$29.05
05/28/2021,$30.22,9923977,$31.05,$31.50,$30.10
05/27/2021,$32.46,5801871,$33.35,$33.59,$32.07
05/26/2021,$32.05,6660825,$33.21,$33.25,$31.96
05/25/2021,$31.51,8605575,$31.93,$32.50,$31.50
05/24/2021,$33.115,12275450,$31.33,$33.51,$30.97
05/21/2021,$30.10,14961100,$34.00,$34.65,$29.98
05/20/2021,$33.0499,12659510,$35.37,$35.95,$32.02
05/19/2021,$32.60,30415260,$28.80,$33.84,$28.00
05/18/2021,$34.38,10583180,$35.02,$35.20,$34.00
05/17/2021,$35.50,17933580,$35.27,$36.25,$33.76
05/14/2021,$39.43,8950939,$39.01,$40.50,$39.01
05/13/2021,$37.182,21891860,$38.34,$40.13,$34.90
05/12/2021,$41.97,11949840,$44.08,$45.37,$40.95
05/11/2021,$44.876,6991755,$43.00,$45.00,$42.75
05/10/2021,$44.22,8694831,$47.09,$48.08,$43.99
05/07/2021,$46.88,7320830,$46.16,$48.32,$46.00
05/06/2021,$45.205,6643419,$46.20,$47.00,$44.28
05/05/2021,$46.06,8934751,$45.50,$47.15,$44.74
05/04/2021,$44.35,8112376,$45.53,$45.54,$42.98
05/03/2021,$47.23,7645759,$48.05,$48.26,$46.9801
04/30/2021,$46.85,7525379,$44.53,$46.92,$44.51
04/29/2021,$43.00,8605831,$45.31,$45.64,$42.66
04/28/2021,$46.20,4295155,$46.86,$46.90,$45.02
04/27/2021,$46.575,5167428,$46.965,$47.05,$45.91
04/26/2021,$45.91,7995881,$45.07,$46.18,$44.85
04/23/2021,$42.385,13704540,$38.80,$42.95,$38.51
04/22/2021,$41.32,15929550,$45.005,$45.26,$41.25
04/21/2021,$45.35,7228151,$46.15,$48.21,$45.28
04/20/2021,$47.01,7714930,$47.76,$48.04,$45.33
04/19/2021,$47.9499,12930290,$47.00,$48.13,$46.08
04/16/2021,$51.37,6428131,$50.59,$51.87,$49.71
04/15/2021,$52.60,6933692,$52.35,$52.75,$51.47
04/14/2021,$51.50,15617200,$55.47,$55.77,$50.50
04/13/2021,$54.93,11613670,$54.14,$55.10,$51.78
04/12/2021,$51.78,8231100,$51.99,$52.45,$49.90
04/09/2021,$49.65,4501967,$50.18,$50.68,$49.25
04/08/2021,$49.05,4502352,$48.99,$49.77,$48.87
04/07/2021,$47.57,8615104,$48.72,$49.5499,$47.05
04/06/2021,$50.62,7091358,$52.74,$53.50,$50.28
04/05/2021,$52.95,9882746,$50.30,$53.00,$50.05
04/01/2021,$50.865,6542222,$50.15,$50.87,$50.15
03/31/2021,$50.04,6539474,$50.41,$50.99,$49.76
03/30/2021,$50.82,6689924,$51.00,$51.44,$49.49
03/29/2021,$49.45,6541343,$49.61,$49.95,$48.31
03/26/2021,$46.43,8778752,$45.09,$46.53,$44.75
03/25/2021,$44.50,16415380,$41.98,$44.99,$40.67
03/24/2021,$45.00,14411120,$49.15,$49.35,$44.51
03/23/2021,$46.75,11499070,$49.07,$49.08,$45.99
03/22/2021,$49.50,6891775,$51.97,$52.95,$49.34
03/19/2021,$52.955,6470806,$52.00,$53.26,$51.36
03/18/2021,$50.81,10333370,$52.12,$54.00,$50.78
03/17/2021,$51.99,9195803,$49.33,$52.64,$47.99
03/16/2021,$49.86,6091282,$50.62,$50.75,$49.33
03/15/2021,$51.38,9908390,$50.70,$51.97,$49.75
03/12/2021,$50.00,9039140,$50.69,$51.95,$49.26
03/11/2021,$52.30,8881026,$51.35,$52.43,$50.47
03/10/2021,$50.42,12064390,$51.14,$52.05,$50.15
03/09/2021,$49.12,10272310,$47.74,$49.52,$46.00
03/08/2021,$45.40,11468550,$44.55,$45.93,$43.80
03/05/2021,$43.80,23615170,$43.24,$43.83,$37.88
03/04/2021,$41.40,16876400,$45.39,$47.12,$39.82
03/03/2021,$46.16,10288320,$47.63,$47.63,$45.40
03/02/2021,$44.12,7071338,$47.15,$47.25,$43.90
03/01/2021,$45.82,12910440,$46.18,$47.07,$45.20
02/26/2021,$43.20,21947500,$43.70,$45.60,$40.80
02/25/2021,$45.6365,12401010,$49.89,$50.49,$45.00
02/24/2021,$48.40,12799960,$48.29,$49.45,$46.43
02/23/2021,$45.84,28898010,$48.29,$49.99,$42.40
02/22/2021,$53.50,19090000,$51.76,$55.19,$49.18
02/19/2021,$56.70,18003630,$54.21,$58.22,$54.21
02/18/2021,$52.90,14644710,$53.59,$55.08,$51.51
02/17/2021,$54.07,14268500,$52.00,$54.34,$51.90
02/16/2021,$50.3065,13477140,$50.19,$52.15,$49.05
02/12/2021,$48.91,9795561,$48.45,$49.00,$46.97
02/11/2021,$48.00,11818180,$48.30,$49.20,$47.26
02/10/2021,$44.95,14189180,$46.26,$46.78,$43.16
02/09/2021,$47.90,13947090,$46.95,$49.03,$46.90
02/08/2021,$45.69,24184660,$43.76,$45.73,$42.85
02/05/2021,$37.88,7810697,$38.90,$39.00,$37.51
02/04/2021,$37.96,9593765,$38.54,$38.63,$36.15
02/03/2021,$38.06,10213420,$37.75,$38.30,$37.35
02/02/2021,$36.80,9903038,$34.97,$37.06,$34.65
02/01/2021,$33.95,9119856,$34.04,$34.36,$32.80
01/29/2021,$34.69,19318960,$39.09,$39.15,$33.38
01/28/2021,$33.645,11579940,$31.83,$33.88,$31.58
01/27/2021,$31.361,17252960,$30.18,$31.37,$28.44
01/26/2021,$31.487,9805197,$31.84,$32.66,$31.05
01/25/2021,$33.05,12350850,$35.75,$36.04,$32.85
01/22/2021,$34.45,17121340,$32.81,$34.99,$32.80
01/21/2021,$31.935,28642420,$32.59,$33.01,$30.75
01/20/2021,$35.35,19223740,$37.17,$37.18,$33.30
01/19/2021,$38.055,14874590,$40.85,$40.98,$37.85
01/15/2021,$39.34,18059010,$41.74,$41.74,$38.14
01/14/2021,$43.53,13053650,$43.90,$44.50,$43.45
01/13/2021,$40.35,12375580,$40.00,$40.95,$37.28
01/12/2021,$38.92,16079440,$37.46,$40.00,$36.20
01/11/2021,$37.40,39773930,$37.07,$39.70,$35.85
01/08/2021,$44.42,23124730,$47.85,$48.65,$44.36
01/07/2021,$44.97,32619320,$47.70,$48.41,$40.81
01/06/2021,$43.93,40502900,$41.42,$44.00,$39.75
01/05/2021,$39.41,19229030,$34.49,$39.54,$34.49
01/04/2021,$35.08,22817750,$34.09,$36.60,$32.90
12/31/2020,$32.00,14220910,$32.24,$32.90,$31.15
12/30/2020,$32.90,18116490,$31.30,$33.00,$31.00
12/29/2020,$30.08,16651760,$31.11,$31.15,$28.50
12/28/2020,$30.45,19499420,$33.33,$33.34,$30.12
12/24/2020,$27.35,12591230,$28.70,$28.71,$26.45
12/23/2020,$28.88,11054650,$30.50,$30.85,$28.82
12/22/2020,$30.39,12181330,$31.61,$32.00,$30.02
12/21/2020,$30.83,18936730,$29.62,$31.75,$29.34
12/18/2020,$29.48,11082820,$28.49,$29.50,$27.60
12/17/2020,$28.25,28695130,$29.89,$30.92,$27.10
12/16/2020,$25.81,18561540,$24.98,$26.04,$24.60
12/15/2020,$23.255,8883945,$22.83,$23.44,$22.47
12/14/2020,$22.27,9285710,$22.80,$22.86,$22.01
12/11/2020,$20.61,8764752,$20.55,$21.07,$20.20
12/10/2020,$21.47,12444150,$19.83,$21.50,$19.39
12/09/2020,$20.07,13716990,$20.84,$21.30,$19.60
12/08/2020,$20.96,13771340,$22.20,$22.21,$20.76
12/07/2020,$22.46,10694000,$23.72,$23.85,$22.10
12/04/2020,$23.22,10496060,$23.88,$23.90,$22.72
12/03/2020,$24.00,9490232,$23.84,$24.12,$23.53
12/02/2020,$23.39,8531939,$23.81,$23.88,$22.87
12/01/2020,$23.74,16040780,$22.84,$24.05,$22.57
11/30/2020,$23.1935,20669970,$22.30,$23.52,$21.88
11/27/2020,$18.835,21926780,$18.50,$19.15,$17.60
11/25/2020,$20.865,17520270,$22.34,$23.29,$20.63
11/24/2020,$22.36,17478540,$23.24,$24.06,$22.14
11/23/2020,$22.13,15280500,$21.90,$22.21,$21.30
11/20/2020,$21.24,14489580,$20.61,$21.39,$20.60
11/19/2020,$20.10,10530700,$19.73,$20.54,$19.72
11/18/2020,$19.64,19981670,$20.37,$20.74,$19.33
11/17/2020,$20.16,16475440,$19.47,$20.35,$19.33
11/16/2020,$18.86,11713310,$18.30,$18.86,$18.24
11/13/2020,$17.96,8926417,$18.36,$18.49,$17.60
11/12/2020,$18.24,9924043,$17.89,$18.40,$17.02
11/11/2020,$17.525,9917475,$16.75,$18.00,$16.75
11/10/2020,$16.51,6328418,$16.94,$17.00,$16.24
11/09/2020,$17.09,15012350,$17.35,$17.40,$15.81
11/06/2020,$17.54,10274750,$17.66,$17.71,$17.0601
11/05/2020,$17.27,14945950,$16.91,$17.69,$16.28
11/04/2020,$15.87,7990679,$15.66,$16.10,$15.29
11/03/2020,$15.42,6488097,$15.70,$15.87,$15.40
11/02/2020,$15.51,6149175,$15.35,$15.59,$15.19
10/30/2020,$15.38,6947570,$15.18,$15.53,$14.88
10/29/2020,$15.26,7717469,$14.90,$15.54,$14.69
10/28/2020,$14.91,11477980,$15.34,$15.34,$14.50
10/27/2020,$15.67,14293130,$15.00,$15.71,$14.85
10/26/2020,$14.38,9812033,$14.77,$14.99,$13.88
10/23/2020,$14.38,6830869,$14.78,$14.78,$14.06
10/22/2020,$14.625,10844400,$14.57,$14.87,$14.20
10/21/2020,$14.295,16042500,$13.79,$14.49,$13.78
10/20/2020,$13.305,7321271,$13.21,$13.44,$13.085
10/19/2020,$12.83,6480270,$12.95,$13.13,$12.68
10/16/2020,$12.43,3541692,$12.40,$12.50,$12.22
10/15/2020,$12.45,3897150,$12.10,$12.49,$11.94
10/14/2020,$12.20,4796129,$12.53,$12.78,$12.00
10/13/2020,$12.38,4435042,$12.55,$12.56,$12.15
10/12/2020,$12.665,9525054,$12.24,$12.98,$12.00
10/09/2020,$11.77,6580993,$12.16,$12.30,$11.70
10/08/2020,$11.86,6807973,$11.30,$11.99,$11.27
10/07/2020,$10.97,2491438,$11.02,$11.02,$10.85
10/06/2020,$10.845,3713068,$11.28,$11.30,$10.73
10/05/2020,$11.28,2245653,$11.05,$11.28,$10.99
10/02/2020,$10.86,4364653,$10.74,$10.88,$10.60
10/01/2020,$10.87,5354126,$11.20,$11.265,$10.66
09/30/2020,$10.97,3837239,$10.90,$11.10,$10.00
09/29/2020,$11.03,3976894,$11.14,$11.20,$10.85
09/28/2020,$11.16,3950642,$11.49,$11.55,$11.00
09/25/2020,$11.23,4083671,$11.09,$11.37,$10.91
09/24/2020,$11.17,5799395,$10.57,$11.28,$10.45
09/23/2020,$10.61,6177347,$11.27,$11.35,$10.53
09/22/2020,$11.27,2399767,$11.18,$11.325,$11.07
09/21/2020,$11.14,5809932,$11.48,$11.48,$10.92
09/18/2020,$11.74,2565663,$12.00,$12.08,$11.71
09/17/2020,$11.93,2884550,$11.94,$12.00,$11.72
09/16/2020,$12.06,4595912,$12.08,$12.39,$12.02
09/15/2020,$11.95,3355781,$12.14,$12.15,$11.83
09/14/2020,$11.86,3742562,$11.87,$11.96,$11.65
09/11/2020,$11.22,2583569,$11.49,$11.52,$11.12
09/10/2020,$11.37,4737742,$11.65,$12.05,$11.30
09/09/2020,$11.5575,2916278,$11.55,$11.65,$11.43
09/08/2020,$11.1101,6846445,$11.36,$11.63,$11.01
09/04/2020,$12.01,9126899,$11.91,$12.12,$10.80
09/03/2020,$12.02,11264970,$12.70,$12.89,$11.96
09/02/2020,$13.195,5984779,$13.09,$13.24,$12.87
09/01/2020,$13.85,5302413,$13.89,$14.20,$13.66
08/31/2020,$13.53,3808148,$13.55,$13.74,$13.47
08/28/2020,$13.20,2883106,$13.10,$13.315,$13.09
08/27/2020,$12.89,4478396,$13.51,$13.675,$12.68
08/26/2020,$13.39,4200571,$13.05,$13.47,$12.71
08/25/2020,$13.00,8035997,$13.51,$13.52,$12.58
08/24/2020,$13.72,3126239,$13.86,$13.9595,$13.57
08/21/2020,$13.58,5082157,$14.07,$14.08,$13.50
08/20/2020,$14.16,4876661,$13.90,$14.31,$13.79
08/19/2020,$13.71,6486620,$14.05,$14.37,$13.65
08/18/2020,$14.39,8220238,$14.76,$14.77,$13.90
08/17/2020,$14.75,11442200,$13.98,$14.78,$13.85
08/14/2020,$13.40,5142909,$13.50,$13.67,$13.17
08/13/2020,$13.11,3470837,$13.10,$13.24,$12.92
08/12/2020,$13.1065,4309637,$12.95,$13.33,$12.81
08/11/2020,$12.55,7959356,$13.33,$13.35,$12.50
08/10/2020,$13.69,8034499,$13.70,$14.20,$13.42
08/07/2020,$13.06,11708120,$14.26,$14.31,$12.62
08/06/2020,$14.44,8523493,$14.01,$14.45,$13.86
08/05/2020,$13.84,8267522,$13.80,$14.00,$13.65
08/04/2020,$13.20,6746883,$12.97,$13.27,$12.62
08/03/2020,$13.34,10284780,$13.01,$13.45,$12.69
07/31/2020,$12.815,8779614,$12.32,$13.10,$12.12
07/30/2020,$12.225,8190939,$11.95,$12.33,$11.71
07/29/2020,$12.35,11708060,$12.91,$13.07,$12.25
07/28/2020,$12.53,19221550,$12.46,$13.20,$12.21
07/27/2020,$12.15,20524180,$11.51,$12.35,$11.20
07/24/2020,$10.38,4388271,$10.41,$10.62,$10.05
07/23/2020,$10.49,7679039,$10.34,$10.67,$10.26
07/22/2020,$10.08,4236475,$9.91,$10.12,$9.78
07/21/2020,$9.87,4893525,$9.97,$10.09,$9.73
07/20/2020,$9.42,2752386,$9.58,$9.60,$9.25
07/17/2020,$9.54,2592624,$9.39,$9.55,$9.13
07/16/2020,$9.31,2400716,$9.31,$9.47,$9.30
07/15/2020,$9.47,1985890,$9.73,$9.73,$9.44
07/14/2020,$9.735,1716914,$9.57,$9.78,$9.44
07/13/2020,$9.60,2991861,$9.83,$10.03,$9.55
07/10/2020,$9.75,1915981,$9.66,$9.86,$9.65
07/09/2020,$9.87,3086524,$10.45,$10.50,$9.75
07/08/2020,$10.33,3999848,$10.07,$10.48,$9.86
07/07/2020,$9.7535,2538432,$9.81,$10.10,$9.72
07/06/2020,$9.94,3287239,$9.65,$10.02,$9.58
07/02/2020,$9.37,4585947,$9.87,$9.87,$9.25
07/01/2020,$9.76,3486042,$9.67,$9.97,$9.61
06/30/2020,$9.605,3562584,$9.45,$9.86,$9.40
06/29/2020,$9.49,4671164,$9.57,$9.63,$9.18
06/26/2020,$9.70,7008324,$10.00,$10.05,$9.47
06/25/2020,$10.14,3515849,$10.14,$10.25,$10.00
06/24/2020,$10.20,5671876,$10.50,$10.59,$10.02
06/23/2020,$10.945,4290037,$10.49,$10.98,$10.49
06/22/2020,$10.565,5250881,$10.63,$11.04,$10.46
06/19/2020,$10.31,2939183,$10.60,$10.62,$10.28
06/18/2020,$10.58,2423295,$10.70,$10.75,$10.40
06/17/2020,$10.70,2074100,$10.95,$10.99,$10.70
06/16/2020,$10.905,2590006,$11.20,$11.25,$10.83
06/15/2020,$10.89,3916107,$10.33,$10.97,$10.11
06/12/2020,$10.88,4188688,$11.12,$11.40,$10.60
06/11/2020,$10.80,11061120,$11.96,$12.00,$10.58
06/10/2020,$12.295,9237034,$11.49,$12.56,$11.45
06/09/2020,$11.53,2742241,$11.65,$11.68,$11.32
06/08/2020,$11.58,3926042,$11.28,$11.60,$11.24
06/05/2020,$11.255,3857979,$11.70,$11.71,$11.24
06/04/2020,$11.73,3912991,$11.52,$11.75,$11.50
06/03/2020,$11.34,3336371,$11.44,$11.54,$11.25
06/02/2020,$11.415,11056620,$11.94,$12.46,$10.87
06/01/2020,$11.28,3167697,$11.10,$11.34,$11.09
05/29/2020,$10.89,2068124,$10.91,$10.97,$10.65
05/28/2020,$10.88,3222768,$10.81,$11.14,$10.75
05/27/2020,$10.54,3326936,$10.51,$10.87,$10.45
05/26/2020,$10.18,4648980,$10.49,$10.49,$9.98
05/22/2020,$10.66,3227675,$10.55,$10.90,$10.42
05/21/2020,$10.58,7531217,$11.00,$11.00,$10.05
05/20/2020,$11.225,4881117,$11.64,$11.68,$10.87
05/19/2020,$11.41,2748779,$11.51,$11.55,$11.26
05/18/2020,$11.41,4671794,$11.52,$11.73,$11.33
05/15/2020,$11.05,5911467,$11.73,$11.75,$10.90
05/14/2020,$11.80,6486585,$12.19,$12.19,$11.60
05/13/2020,$11.21,7497585,$11.26,$11.55,$10.82
05/12/2020,$10.63,8984032,$10.50,$11.26,$10.33
05/11/2020,$10.29,13307490,$10.75,$11.04,$9.67
05/08/2020,$11.45,12475400,$12.10,$12.38,$11.16
05/07/2020,$11.975,13682030,$10.967,$12.29,$10.96
05/06/2020,$10.75,5799211,$10.30,$10.76,$10.26
05/05/2020,$10.03,4301836,$10.03,$10.20,$9.90
05/04/2020,$9.97,4594663,$9.59,$10.10,$9.55
05/01/2020,$9.465,4831764,$10.00,$10.00,$9.43
04/30/2020,$9.87,8234582,$9.647,$10.03,$9.43
04/29/2020,$9.60,9906960,$9.06,$9.95,$9.06
04/28/2020,$8.40,4546122,$8.84,$8.87,$8.36
04/27/2020,$8.795,3791927,$8.80,$8.81,$8.63
04/24/2020,$8.55,4186064,$8.59,$8.68,$8.20
04/23/2020,$8.615,7440468,$7.76,$8.63,$7.75
04/22/2020,$7.70,3524079,$7.65,$7.75,$7.52
04/21/2020,$7.44,3266412,$7.197,$7.50,$7.03
04/20/2020,$7.30,3809637,$7.569,$7.77,$7.17
04/17/2020,$7.49,2823524,$7.64,$7.67,$7.20
04/16/2020,$7.66,3216798,$7.45,$7.69,$7.28
04/15/2020,$7.145,2683162,$7.177,$7.24,$7.05
04/14/2020,$7.33,2931262,$7.367,$7.62,$7.30
04/13/2020,$7.25,4296846,$7.45,$7.46,$7.15
04/09/2020,$7.80,3274411,$7.94,$8.08,$7.62
04/08/2020,$7.85,2370540,$7.79,$8.04,$7.70
